|0|1|2
387|จ.ตรัง|อ.นาโยง|ต.นาโยงเหนือ
388|จ.ตรัง|อ.ห้วยยอด|ม.2ต.บางกุ้ง
389|จ.หนองบัวลำภู|อ.นาวัง|ต.นาเหล่า
390|จ.น่าน|อ.นาหมื่น|ต.บ่อแก้ว
391|จ.นครพนม|อ.นาหว้า|ต.นาหว้า
392|จ.เลย|ต.นาแห้ว|ม.5
393|จ.ศรีสะเกษ|อ.น้ำเกลี้ยง|ต.น้ำเกลี้ยง
394|จ.อุบลราชธานี|อ.น้ำขุ่น|ต.ตาเกา
395|จ.กาญจนบุรี|อ.ไทรโยค|ต.ท่าเสา
396|จ.น่าน|อ.เวียงสา|ต.น้ำปั้ว
397|จ.อุตรดิตถ์|อ.น้ำปาด|ต.แสนตอ
398|จ.ขอนแก่น|อ.น้ำพอง|ถ.มิตรภาพ
399|จ.อุบลราชธานี|อ.น้ำยืน|ต.สีวิเชียร
400|จ.อุดรธานี|อ.น้ำโสม|ต.ศรีสำราญ
401|จ.เพชรบูรณ์|อ.น้ำหนาว|ม.4
402|จ.มุกดาหาร|อ.นิคมคำสร้อย|ต.นิคมคำสร้อย
403|ระยอง|นิคมพัฒนา|นิคมพัฒนา
404|จ.ลำพูน|อ.เมือง|ต.บ้านกลาง
405|จ.ชัยนาท|อ.เนินขาม|ต.เนินขาม
406|จ.พิษณุโลก|อ.เนินมะปาง|ต.เนินมะปาง
407|จ.ศรีสะเกษ|อ.โนนคูณ|ต.โนนค้อ
408|จ.บุรีรัมย์|อ.โนนดินแดง|ต.โนนดินแดง
409|จ.นครราชสีมา|อ.โนนแดง|ต.โนนแดง
410|จ.นครราชสีมา|อ.โนนไทย|ต.โนนไทย
411|จ.ขอนแก่น|อ.โนนสิลา|ต.โนนศิลา
412|จ.อุดรธานี|อ.โนนสะอาด|ต.โนนสะอาด
413|จ.หนองบัวลำภู|อ.โนนสัง|ต.โนนสัง
414|จ.บุรีรัมย์|อ.โนนสุวรรณ|ต.โนนสุวรรณ
415|จ.นครราชสีมา|อ.โนนสูง|ต.โนนสูง
416|จ.อุดรธานี|อ.หนองวัวซอ|ต.โนนหวาย
417|จ.ขอนแก่น|อ.ชุมแพ|ต.โนนหัน
418|จ.มหาสารคาม|อ.บรบือ|ต.บรบือ
419|จ.นครสวรรค์|อ.บรรพตพิสัย|ต.เจริญผล
420|จ.ชลบุรี|อ.บ่อทอง|ต.บ่อทอง
421|จ.กาญจนบุรี|อ.บ่อพลอย|ต.บ่อพลอย
422|จ.ตราด|อ.บ่อไร่|ต.บ่อพลอย
423|จ.เชียงใหม่|อ.สันกำแพง|ต.ต้นเปา
424|จ.ยะลา|อ.บันนังสตา|ต.บันนังสตา
425|จ.นครราชสีมา|อ.บัวใหญ่|ต.บัวใหญ่
426|จ.พิษณุโลก|อ.บางกระทุ่ม|ต.บางกระทุ่ม
427|จ.สงขลา|ต.ท่าช้าง|ม.12
428|จ.พัทลุง|อ.บางแก้ว|ต.ท่ามะเดื่อ
429|จ.นครศรีธรรมราช|อ.บางขัน|ต.บ้านลำนาว
430|จ.กรุงเทพมหานคร|เขตจตุจักร|แขวงเสนานิคม
431|จ.ฉะเชิงเทรา|อ.บางคล้า|ต.บางคล้า
432|จ.พระนครศรีอยุธยา|อ.บางไทร|ต.บางไทร
433|จ.ฉะเชิงเทรา|อ.บางน้ำเปรี้ยว|ต.โพรงอากาศ
434|สมุทรปราการ|บางบ่อ|บางบ่อ
435|จ.กรุงเทพมหานคร|เขตบางขุนเทียน|แขวงบางบอน
436|จ.นนทบุรี|อ.บางบัวทอง|ต.โสนลอย
437|จ.สุพรรณบุรี|อ.บางปลาม้า|ต.โคกคราม
438|จ.ฉะเชิงเทรา|อ.บางปะกง|ต.ท่าสะอ้าน
439|จ.พระนครศรีอยุธยา|อ.บางปะหัน|บางปะหัน
440|จ.พระนครศรีอยุธยา|อ.บางปะอิน|บ้านเลน
441|จ.สมุทรปราการ|อ.บางพลี|ต.บางพลีใหญ่
442|จ.ราชบุรี|อ.บางแพ|ต.บางแพ
443|จ.พิจิตร|อ.บางมูลนาก|ต.บางมูลนาก
444|จ.พิษณุโลก|อ.บางระกำ|ต.บางระกำ
445|จ.สิงห์บุรี|อ.บางระจัน|ต.ไม้ดัด
446|จ.นครปฐม|อ.บางเลน|ต.บางเลน
447|จ.สุราษฎร์ธานี|อ.พระแสง|ต.บางสวรรค์
448|จ.ประจวบคีรีขันธ์|อ.บางสะพาน|ต.แม่รำพึง
449|จ.ประจวบคีรีขันธ์|อ.บางสะพานน้อย|ต.บางสะพาน
450|จ.สมุทรปราการ|อำเภอบางพลี|ตำบลบางโฉลง
451|จ.นครปฐม|อำเภอบางเลน|ตำบลบางหลวง
452|จ.นนทบุรี|อ.บางใหญ่|ต.เสาธงหิน
453|จ.นราธิวาส|อ.บาเจาะ|ต.บาเจาะ
454|จ.บุรีรัมย์|อ.บ้านกรวด|ต.ปราสาท
455|จ.พิษณุโลก|อ.เมือง|ต.บ้านกร่าง
456|จ.สุโขทัย|อ.เมือง|ต.บ้านกล้วย
457|จ.เพชรบูรณ์|ต.บ้านกลาง|ม.10
458|จ.อุบลราชธานี|อ.เขื่อนใน|ต.บ้านกอก
459|จ.ชัยภูมิ|อ.บ้านเขว้า|ต.โนนแดง
460|จ.มหาสารคาม|อ.โกสุมพิสัย|ต.เขื่อน
461|จ.ระยอง|อ.บ้านค่าย|ต.บ้านค่าย
462|จ.อุตรดิตถ์|อ.บ้านโคก|ต.บ้านโคก
463|จ.เพชรบูรณ์|อำเภอเมืองเพชรบูรณ์|ตำบลบ้านโคก
464|จ.ลำพูน|อ.ป่าซาง|ต.มะกอก
465|จ.บุรีรัมย์|ต.บ้านด่าน|ม.9
466|จ.สุโขทัย|อ.บ้านด่านลานหอย|ต.ลานหอย
467|จ.อุดรธานี|อ.บ้านดุง|ต.ศรีสุทโธ
468|จ.พะเยา|อ.เมือง|ต.บ้านต๋อม
469|จ.ตาก|อ.บ้านตาก|60/2ม14
470|จ.สุราษฎร์ธานี|อ.บ้านตาขุน|ต.เขาวง
471|จ.เพชรบูรณ์|ต.บ้านติ้ว|ม.3
472|จ.ชัยภูมิ|อ.บ้านแท่น|ต.บ้านแท่น
473|จ.เลย|อำเภอเชียงคาน|ตำบลธาตุ
474|จ.ลำพูน|อ.บ้านธิ|ต.บ้านธิ
475|จ.นครนายก|อ.บ้านนา|ต.บ้านนา
476|จ.สุราษฎร์ธานี|อ.บ้านนาเดิม|ต.บ้านนา
477|จ.สุราษฎร์ธานี|อ.บ้านนาสาร|ต.นาสาร
478|จ.ชลบุรี|อ.บ้านบึง|ต.บ้านบึง
479|จ.ชัยภูมิ|อ.เกษตรสมบูรณ์|ต.บ้านเป้า
480|จ.ราชบุรี|อ.บ้านโป่ง|ต.ปากแรต
481|จ.อุดรธานี|อ.บ้านผือ|ต.บ้านผือ
482|จ.ขอนแก่น|อ.บ้านไผ่|ต.-
483|จ.ขอนแก่น|อ.บ้านฝาง|ต.บ้านฝาง
484|จ.สงขลา|อ.หาดใหญ่|ต.บ้านพรุ
485|จ.นครพนม|อ.บ้านแพง|ต.บ้านแพง
486|จ.สมุทรสาคร|อ.บ้านแพ้ว|ต.บ้านแพ้ว
487|จ.ฉะเชิงเทรา|อ.บ้านโพธิ์|ต.บ้านโพธิ์
488|จ.สกลนคร|อ.บ้านม่วง|ต.ม่วง
489|จ.อุทัยธานี|อ.บ้านไร่|ต.บ้านไร่
490|จ.สุโขทัย|อ.ศรีสำโรง|ต.บ้านไร่
491|จ.เพชรบุรี|อ.บ้านลาด|ต.บ้านลาด
492|จ.ปราจีนบุรี|อ.บ้านสร้าง|ต.บ้านสร้าง
493|จ.สุราษฎร์ธานี|อำเภอเคียนซา|ตำบลบ้านเสด็จ
494|นครสวรรค์|ไพศาลี|ไพศาลี
495|จ.สระบุรี|อ.บ้านหมอ|ต.บ้านหมอ
496|จ.ลพบุรี|อ.บ้านหมี่|ต.บ้านหมี่
497|จ.นครราชสีมา|อ.บ้านเหลื่อม|ต.บ้านเหลื่อม
498|จ.เพชรบุรี|อำเภอบ้านแหลม|ตำบลบ้านแหลม
499|จ.พิษณุโลก|อ.เมือง|ต.วัดพริก
500|จ.บุรีรัมย์|อ.บ้านใหม่ไชยพจน์|ต.หนองแวง
501|จ.ขอนแก่น|ต.บ้านแฮด|ม.1
502|จ.ลำพูน|อ.บ้านโฮ่ง|ต.บ้านโฮ่ง
503|จ.ชัยภูมิ|อ.บำเหน็จณรงค์|ต.บ้านเพชร
504|จ.อุดรธานี|อำเภอเมือง|ตำบลนาดี
505|จ.บึงกาฬ|อ.บึงกาฬ|ต.บึงกาฬ
506|จ.บึงกาฬ|อ.บึงโขงหลง|ม.11
507|จ.พิจิตร|อ.บึงนาราง|ต.โพธิ์ไทรงาม
508|จ.เพชรบูรณ์|อ.บึงสามพัน|ต.ซับสมอทอด
509|จ.กำแพงเพชร|อ.บึงสามัคคี|กิ่ง
510|จ.บึงกาฬ|ต.บุ่งคล้า|ม.1
511|จ.เชียงราย|อ.เชียงของ|ต.บุญเรือง
512|จ.อุบลราชธานี|อ.บุณฑริก|ต.บัวงาม
513|จ.บุรีรัมย์|อ.เมือง|ต.ในเมือง
514|จ.ศรีสะเกษ|อ.เบญจลักษณ์|ต.เสียว
515|จ.ยะลา|อ.เบตง|ต.เบตง
516|จ.พะเยา|อ.ปง|ต.นาปรัง
517|จ.ชุมพร|อ.เมือง|ต.วังไผ่
518|จ.ปทุมธานี|อ.เมือง|ต.บางปรอก
519|จ.ร้อยเอ็ด|อ.ปทุมรัตต์|ต.บัวแดง
520|จ.อำนาจเจริญ|อ.ปทุมราชวงศา|ต.นาหว้า
521|จ.บุรีรัมย์|อ.ประโคนชัย|ต.ประโคนชัย
522|จ.ประจวบคีรีขันธ์|อ.เมือง|ต.ประจวบคีรีขันธ์
523|จ.ปราจีนบุรี|อ.ประจันตคาม|ต.ประจันตคาม
524|จ.นครราชสีมา|อ.ประทาย|ต.ประทาย
525|จ.ศรีสะเกษ|อ.ปรางค์กู่|ต.พิมาย
526|จ.ปราจีนบุรี|อ.เมือง|ต.หน้าเมือง
527|จ.ประจวบคีรีขันธ์|อ.ปราณบุรี|ต.เขาน้อย
528|จ.สุรินทร์|อ.ปราสาท|ต.กังแอน
529|จ.สุรินทร์|อ.ปราสาท|ต.บ้านพลวง
530|จ.ระยอง|อ.ปลวกแดง|ต.ปลวกแดง
531|จ.เชียงราย|อ.เทิง|ต.ปล้อง
532|จ.นครพนม|อ.ปลาปาก|ต.ปลาปาก
533|จ.กระบี่|อ.ปลายพระยา|ต.ปลายพระยา
534|จ.บุรีรัมย์|อ.ปะคำ|ม.8
535|จ.นครราชสีมา|อ.ปักธงชัย|ต.เมืองปัก
536|จ.ปัตตานี|อ.เมือง|ต.อาเนาะรู
537|จ.น่าน|อ.ปัว|ต.ปัว
538|จ.นนทบุรี|อ.ปากเกร็ด|ต.ปากเกร็ด
539|จ.พัทลุง|อ.ควนขนุน|ต.มะกอกเหนือ
540|จ.บึงกาฬ|อ.ปากคาด|ต.โนนศิลา
541|จ.เลย|อ.ปากชม|ต.ปากชม
542|จ.นครราชสีมา|อ.ปากช่อง|ต.ปากช่อง
543|จ.ราชบุรี|อ.ปากท่อ|ต.ปากท่อ
544|จ.เพชรบูรณ์|อ.เมือง|ต.นาป่า
545|จ.นครศรีธรรมราช|ต.กลาย|ม.4
546|จ.นครศรีธรรมราช|อ.ปากพนัง|ต.ปากพนัง
547|จ.นครศรีธรรมราช|อ.ปากพนัง|ต.ปากพนัง
548|จ.นครนายก|อ.ปากพลี|ต.เกาะหวาย
549|จ.พัทลุง|อ.ปากพะยูน|ต.ปากพะยูน
550|จ.น่าน|ต.ไชยสถาน|ม.11
551|จ.กำแพงเพชร|อ.ปางศิลาทอง|ต.โพธิ์ทอง
552|จ.ลำพูน|อ.ป่าซาง|ต.ป่าซาง
553|จ.เชียงราย|อ.ป่าแดด|ต.ป่าแดด
554|ภูเก็ต|กะทู้|ป่าตอง
555|จ.ยโสธร|อ.ป่าติ้ว|ต.โพธิ์ไทร
556|จ.พัทลุง|อ.ป่าบอน|ต.หนองธง
557|จ.พัทลุง|อ.ป่าพะยอม|ต.บ้านพร้าว
558|จ.แม่ฮ่องสอน|อ.ปาย|ต.เวียงใต้
559|จ.ปัตตานี|อ.มายอ|ต.ลางา
560|จ.ขอนแก่น|อ.เปือยน้อย|ต.เปือยน้อย
561|จ.ฉะเชิงเทรา|อ.แปลงยาว|ต.วังเย็น
562|จ.จันทบุรี|อ.โป่งน้ำร้อน|ต.ทับไทร
563|จ.พระนครศรีอยุธยา|อ.ผักไห่|ต.ตาลาน
564|จ.เลย|อ.ผาขาว|ต.โนนปอแดง
565|จ.มุกดาหาร|ต.ผึ่งแดด|ม.3
566|จ.พิจิตร|อ.โพธิ์ประทับช้าง|ม.1
567|จ.เชียงใหม่|อ.ฝาง|ต.เวียง
568|จ.หนองคาย|อ.เฝ้าไร่|ต.เฝ้าไร่
569|จ.ยโสธร|ต.เขื่องคำ|ม.6
570|จ.เชียงราย|อ.พญาเม็งราย|ต.เม็งราย
571|จ.อุตรดิตถ์|อ.พิชัย|ต.พญาแมน
572|จ.สุราษฎร์ธานี|อ.พนม|ต.ต้นยวน
573|จ.สุรินทร์|อ.พนมดงรัก|ต.บักได
574|จ.กาญจนบุรี|อ.พนมทวน|ต.พนมทวน
575|จ.ร้อยเอ็ด|อ.พนมไพร|ต.สระแก้ว
576|จ.ฉะเชิงเทรา|อ.พนมสารคาม|ต.พนมสารคาม
577|จ.ชลบุรี|อ.พนัสนิคม|ต.พนัสนิคม
578|จ.อำนาจเจริญ|อ.พนา|ต.พนา
579|จ.ตาก|อำเภอพบพระ|ตำบลช่องแคบ
580|จ.มหาสารคาม|อ.พยัคฆภูมิพิสัย|ต.ปะหลาน
581|จ.ศรีสะเกษ|อ.พยุห์|ต.พยุห์
582|จ.นครสวรรค์|อ.พยุหะคีรี|ต.พยุหะคีรี
583|จ.บึงกาฬ|อ.พรเจริญ|ต.พรเจริญ
584|จ.สกลนคร|อ.พรรณานิคม|ต.พรรณา
585|จ.นครศรีธรรมราช|อ.พรหมคีรี|ต.พรหมคีรี
586|จ.พิษณุโลก|อ.พรหมพิราม|ต.พรหมพิราม
587|จ.นครราชสีมา|อ.พระทองคำ|ม.1ต.สระพระ
588|จ.กรุงเทพมหานคร|วังบูรพา|อาคารดิโอสยามพลาซ่า
589|จ.พระนครศรีอยุธยา|อ.พระนครศรีอยุธยา|ต.หอรัตนไชย
591|จ.สระบุรี|อ.พระพุทธบาท|ต.ธารเกษม
592|จ.ขอนแก่น|อ.พระยืน|ต.พระยืน
593|จ.สมุทรปราการ|อ.พระสมุทรเจดีย์|3
594|จ.สุราษฎร์ธานี|อ.พระแสง|ต.อิปัน
595|จ.กำแพงเพชร|อ.พรานกระต่าย|ต.พรานกระต่าย
596|จ.เชียงใหม่|อ.พร้าว|ต.เวียง
597|จ.พัทลุง|อ.ป่าบอน|ต.โคกทราย
598|จ.บุรีรัมย์|อ.พลับพลาชัย|ต.สะเดา
599|จ.ร้อยเอ็ด|อ.เมือง|ต.ในเมือง
600|จ.ชุมพร|อ.พะโต๊ะ|ต.พะโต๊ะ
601|จ.พะเยา|อ.เมือง|ต.เวียง
602|จ.สกลนคร|อ.พังโคน|ต.พังโคน
603|จ.พังงา|อ.เมือง|ต.ท้ายช้าง
604|จ.ลพบุรี|อ.พัฒนานิคม|6
605|จ.พัทลุง|อ.เมือง|ต.คูหาสวรรค์
606|จ.อุดรธานี|อ.กุมภวาปี|ต.พันดอน
607|จ.เชียงราย|อ.พาน|ต.เมืองพาน
608|จ.ชลบุรี|อ.พานทอง|ต.พานทอง
609|จ.พิจิตร|อ.เมือง|ต.ในเมือง
610|จ.อุตรดิตถ์|อ.พิชัย|ต.ในเมือง
611|จ.อุบลราชธานี|อ.พิบูลมังสาหาร|ต.พิบูล
612|จ.นครศรีธรรมราช|อ.พิปูน|ต.พิปูน
613|จ.นครราชสีมา|อ.พิมาย|ต.ในเมือง
614|จ.พิษณุโลก|อ.เมือง|ต.ในเมือง
615|จ.เพชรบูรณ์|อ.วิเชียรบุรี|ต.พุเตย
616|จ.บุรีรัมย์|อ.พุทไธสง|ต.พุทไธสง
617|จ.สุราษฎร์ธานี|อ.พุนพิน|ต.ท่าข้าม
618|จ.เพชรบุรี|อ.เมือง|ต.คลองกระแชง
619|จ.เพชรบูรณ์|อ.เมือง|ต.ในเมือง
620|จ.อุดรธานี|อ.เพ็ญ|ต.เพ็ญ
621|จ.มหาสารคาม|อ.โกสุมพิสัย|ต.แพง
622|จ.แพร่|อ.เมือง|ต.ในเวียง
623|จ.พิจิตร|อ.โพทะเล|ต.โพทะเล
624|จ.ราชบุรี|อ.โพธาราม|ต.โพธาราม
625|จ.ร้อยเอ็ด|อ.โพธิ์ชัย|ต.ขามเบี้ย
626|จ.อ่างทอง|อ.โพธิ์ทอง|ต.อ่างแก้ว
627|จ.อุบลราชธานี|อ.โพธิ์ไทร|ม.2
628|จ.พิจิตร|อ.โพธิ์ประทับช้าง|ต.โพธิ์ประทับช้าง
629|จ.ศรีสะเกษ|ต.โดด|ม.13
630|จ.ร้อยเอ็ด|อ.โพนทราย|ต.โพนทราย
631|จ.ร้อยเอ็ด|อ.โพนทอง|ต.สระนกแก้ว
632|จ.สกลนคร|อ.โพนนาแก้ว|ต.นาดงวัฒนา
633|จ.หนองคาย|อ.โพนพิสัย|ต.จุมพล
634|จ.นครพนม|อ.โพนสวรรค์|ต.โพนสวรรค์
635|จ.ศรีสะเกษ|อ.ไพรบึง|ต.ไพรบึง
636|จ.นครสวรรค์|อ.ไพศาลี|ต.โคกเดื่อ
637|จ.อุตรดิตถ์|อ.ฟากท่า|ต.ฟากท่า
638|จ.ชัยภูมิ|ต.วังทอง|ม.8
639|จ.พระนครศรีอยุธยา|อ.ภาชี|ต.ภาชี
640|จ.กรุงเทพมหานคร|เขตภาษีเจริญ|แขวงปากคลองภาษีเจริญ
641|จ.เลย|อ.ภูกระดึง|ต.ห้วยส้ม
642|จ.พะเยา|อ.ภูกามยาว|ต.ดงเจน
643|จ.ภูเก็ต|อ.เมือง|ต.ตลาดใหญ่
644|จ.ชัยภูมิ|อ.ภูเขียว|ต.ผักปัง
645|จ.พะเยา|อ.ภูซาง|อ.กิ่ง
646|จ.สกลนคร|อ.ภูพาน|ต.โคกภู
647|จ.เลย|อ.ภูเรือ|ต.หนองบัว
648|จ.ขอนแก่น|อ.ภูเวียง|ต.บ้านเรือ
649|จ.ศรีสะเกษ|อ.ภูสิงห์|ต.ห้วยติ๊กชู
650|จ.เลย|อ.ภูหลวง|ต.ภูหอ
651|จ.ชัยนาท|อ.มโนรมย์|ต.คุ้มสำเภา
652|จ.สระบุรี|อ.มวกเหล็ก|ต.มวกเหล็ก
653|จ.เชียงราย|อ.พาน|ต.ม่วงคำ
654|จ.อุบลราชธานี|อ.ม่วงสามสิบ|ต.ม่วงสามสิบ
655|จ.ยโสธร|อ.มหาชนะชัย|ต.ฟ้าหยาด
656|จ.มหาสารคาม|อ.เมือง|ต.ตลาด
657|จ.สตูล|อ.มะนัง|ม.1
658|จ.ขอนแก่น|อ.มัญจาคีรี|ต.กุดเค้า
659|จ.ชุมพร|อ.ปะทิว|ต.ดอนยาง
660|จ.กรุงเทพมหานคร|เขตมีนบุรี|แขวงมีนบุรี
661|จ.มุกดาหาร|อ.เมือง|ต.ในเมือง
662|จ.ร้อยเอ็ด|ต.เมยวดี|8
663|จ.อุทัยธานี|อ.บ้านไร่|ต.เมืองการุ้ง
664|จ.เชียงใหม่|อ.แม่แตง|ต.อินทขิล
665|จ.บุรีรัมย์|ต.จรเข้มาก|ม.17
666|จ.สุรินทร์|อ.เมือง|ต.นอกเมือง
667|จ.อุดรธานี|อ.เมือง|ถ.มิตรภาพต.โนนสูง
668|จ.ร้อยเอ็ด|อ.เกษตรวิสัย|ต.เมืองบัว
669|จ.ลำปาง|อ.เมือง|ต.เมืองปาน
670|ชัยภูมิ|เมืองชัยภูมิ|หนองนาแซง
671|จ.ขอนแก่น|อ.พล|ต.เมืองพล
672|จ.ยโสธร|อ.เลิงนกทา|ต.สวาท
673|จ.ร้อยเอ็ด|ต.หนองผือ|ม.4
674|จ.ร้อยเอ็ด|ต.สระคู|ม.9
675|จ.พัทลุง|อ.ตะโหมด|ต.แม่ขรี
676|จ.เชียงราย|ต.แม่เจดีย์|ม.10
677|จ.เชียงราย|อ.แม่จัน|ต.แม่จัน
678|จ.เชียงใหม่|อ.แม่แจ่ม|ต.ช่างเคิ่ง
679|จ.เชียงใหม่|อ.สันทราย|ถนนเชียงใหม่-พร้าว
680|จ.พะเยา|อ.แม่ใจ|ต.ศรีถ้อย
681|จ.พะเยา|อ.เมือง|ถ.พหลโยธินต.แม่ต๋ำ
682|จ.ลำพูน|อ.ลี้|ต.แม่ตืน
683|จ.เชียงใหม่|อ.แม่แตง|ต.ขี้เหล็ก
684|จ.ลำปาง|อ.แม่ทะ|ต.นาครัว
685|จ.ลำพูน|อ.แม่ทา|ต.ทาสบเส้า
686|จ.เชียงใหม่|อ.พร้าว|ต.แม่ปั๋ง
687|จ.ลำปาง|อ.แม่เมาะ|ม.7ต.แม่เมาะ
688|จ.ตาก|อ.แม่ระมาด|ต.แม่ระมาด
689|จ.เชียงใหม่|อ.แม่ริม|ต.ริมใต้
690|จ.แม่ฮ่องสอน|ต.แม่ลาน้อย|ม.9
691|เชียงราย|แม่ลาว|จอมหมอกแก้ว
692|จ.นครสวรรค์|อ.แม่วงก์|ต.แม่วงก์
693|จ.เชียงใหม่|อ.แม่วาง|ต.บ้านกาด
694|จ.เชียงราย|อ.แม่สรวย|ต.แม่สรวย
695|จ.ตาก|อ.แม่สอด|ต.แม่สอด
696|จ.เชียงใหม่|อ.จอมทอง|ม.7
697|จ.แม่ฮ่องสอน|อ.แม่สะเรียง|ต.แม่สะเรียง
698|จ.เชียงราย|อ.แม่สาย|ต.เวียงพานคำ
699|จ.สุโขทัย|อ.ศรีสัชนาลัย|ต.แม่สิน
700|จ.เชียงใหม่|อ.ฝาง|ต.แม่สูน
701|จ.แพร่|ต.แม่หล่าย|ม.2
702|จ.เชียงใหม่|อ.เมือง|ต.แม่เหี้ย
703|จ.เชียงใหม่|อ.แม่ออน|ต.ออนกลาง
704|จ.เชียงใหม่|อ.แม่อาย|ต.แม่อาย
705|จ.แม่ฮ่องสอน|อ.เมือง|ต.จองคำ
706|จ.ยโสธร|อ.เมือง|ต.ในเมือง
707|จ.ยะลา|อ.เมือง|ต.สะเตง
708|จ.ยะลา|อ.ยะหา|ต.ยะหา
709|จ.ศรีสะเกษ|อ.ยางชุมน้อย|ต.ยางชุมน้อย
710|จ.กาฬสินธุ์|อ.ยางตลาด|ต.ยางตลาด
711|จ.มหาสารคาม|อ.ยางสีสุราช|ต.ยางสีสุราช
712|จ.หนองบัวลำภู|ต.ยางหล่อ|ม.5
713|จ.ตรัง|อ.ย่านตาขาว|ต.ย่านตาขาว
714|จ.เชียงใหม่|ต.ฟ้าฮ่าม|ม.6
715|จ.แพร่|ต.ร้องกวาง|ม.13
716|จ.แพร่|อ.ร้องกวาง|ต.ร้องเข็ม
717|จ.ร้อยเอ็ด|อ.เมือง|ต.ในเมือง
718|จ.บุรีรัมย์|อ.กระสัง|ต.ลำดวน
719|จ.สุรินทร์|อ.ศีขรภูมิ|388/11-12
720|จ.ระนอง|อ.เมือง|ต.บางนอน
721|จ.สงขลา|อ.ระโนด|ต.ระโนด
722|จ.ระยอง|อ.เมือง|ต.ท่าประดู่
723|จ.ตรัง|อำเภอเมืองตรัง|ตำบลทับเที่ยง
724|จ.สุรินทร์|อ.รัตนบุรี|ต.รัตนบุรี
725|จ.หนองคาย|อ.รัตนวาปี|ม.11
726|จ.สงขลา|อ.รัตภูมิ|ต.กำแพงเพชร
727|จ.ตรัง|อ.รัษฎา|ต.คลองปาง
728|จ.ราชบุรี|อ.เมือง|ต.หน้าเมือง
729|จ.นครปฐม|อ.เมือง|ต.วังตะกู
730|จ.ยะลา|อ.รามัน|ต.กายูบอเกาะ
731|จ.ศรีสะเกษ|อ.ราษีไศล|ต.เมืองคง
732|จ.นราธิวาส|อ.รือเสาะ|ต.รือเสาะออก
733|จ.นครพนม|อ.เรณูนคร|ต.โพนทอง
734|จ.ลพบุรี|อ.เมือง|ต.ท่าหิน
735|จ.แพร่|อ.ลอง|ต.ห้วยอ้อ
736|จ.สตูล|อ.ละงู|ต.กำแพง
737|จ.ชุมพร|อ.ละแม|ต.ละแม
738|จ.บุรีรัมย์|อ.ละหานทราย|ต.ละหานทราย
739|จ.ระนอง|อ.ละอุ่น|ต.ละอุ่นใต้
740|จ.อุตรดิตถ์|อ.ลับแล|ต.ศรีพนมมาศ
741|จ.กรุงเทพมหานคร|เขตลาดกระบัง|แขวงทับยาว
742|จ.พระนครศรีอยุธยา|อ.ลาดบัวหลวง|ต.สามเมือง
743|จ.กรุงเทพมหานคร|อ.บางกะปิ|ต.คลองจั่น
744|จ.นครสวรรค์|อ.ลาดยาว|ต.ลาดยาว
745|จ.ปทุมธานี|อ.ลาดหลุมแก้ว|ต.ระแหง
746|จ.กำแพงเพชร|ลานกระบือ|ต.ลานกระบือ
747|จ.นครศรีธรรมราช|อ.ลานสกา|ต.เขาแก้ว
748|จ.อุทัยธานี|อ.ลานสัก|ต.ลานสัก
749|จ.สุรินทร์|อ.ลำดวน|ต.ลำดวน
750|จ.นครราชสีมา|อ.ลำทะเมนชัย|ต.ขุย
751|จ.กระบี่|อ.ลำทับ|ต.ลำทับ
752|จ.ลพบุรี|อ.ชัยบาดาล|ต.ชัยนารายณ์
753|จ.บุรีรัมย์|อ.ลำปลายมาศ|ต.ลำปลายมาศ
754|จ.ลำปาง|อ.เมือง|ต.สวนดอก
755|จ.ลำพูน|อ.เมือง|ต.ในเมือง
756|จ.สงขลา|อ.เทพา|ต.ลำไพล
757|จ.ปทุมธานี|อ.ลำลูกกา|ต.ลำลูกกา
758|จ.ลพบุรี|อ.ลำสนธิ|ต.หนองรี
759|จ.ลำพูน|อ.ลี้|ต.ลี้
760|จ.อำนาจเจริญ|อ.ลืออำนาจ|ต.อำนาจ
761|จ.เลย|อ.เมือง|ต.กุดป่อง
762|กาญจนบุรี|เลาขวัญ|เลาขวัญ
763|จ.ยโสธร|อ.เลิงนกทา|ต.สามแยก
764|จ.พิจิตร|อ.วชิรบารมี|ต.บ้านนา
765|จ.อุตรดิตถ์|อำเภอเมือง|ตำบลวังกะพี้
766|จ.ระยอง|อ.วังจันทร์|ต.ชุมแสง
767|จ.ตาก|อ.วังเจ้า|ต.เชียงทอง
768|จ.เพชรบูรณ์|อ.เมือง|ต.วังชมภู
769|จ.แพร่|อ.วังชิ้น|ต.วังชิ้น
770|จ.พิจิตร|อ.วังทรายพูน|ต.หนองพระ
771|จ.พิษณุโลก|อ.วังทอง|ต.วังทอง
772|จ.ปราจีนบุรี|อ.กบินทร์บุรี|ต.วังท่าช้าง
773|จ.พระนครศรีอยุธยา|อ.วังน้อย|ต.ลำไทร
774|จ.นครราชสีมา|อ.วังน้ำเขียว|ม.1
775|จ.สระแก้ว|อ.วังน้ำเย็น|ต.วังน้ำเย็น
776|จ.เพชรบูรณ์|อ.วังโป่ง|ต.วังโป่ง
777|จ.เพชรบูรณ์|อ.บึงสามพัน|ต.วังพิกุล
778|จ.สระบุรี|อ.วังม่วง|ต.คำพราน
779|จ.ตรัง|อ.วังวิเศษ|ต.วังมะปรางเหนือ
780|จ.สระแก้ว|อ.วังสมบูรณ์|16
781|จ.เลย|อ.วังสะพุง|ต.วังสะพุง
